stn_code,state,location,type,so2,no2,spm,Date
542,Assam,Bongaigaon,"Residential, Rural and other Areas",3.8,10,,22-10-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",5,10.8,,23-10-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",5.5,11.8,,24-10-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6.5,11.3,,25-10-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",5.3,12.3,,26-10-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6,12.3,,27-10-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",5.8,12.5,,28-10-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",4.5,11.3,,29-10-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",3.3,10.8,,30-10-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6.3,11.8,,31-10-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",5.3,12.3,,01-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6.3,11.8,,02-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",5.5,12.5,,03-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",5.3,13.8,,04-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6.5,11.3,,05-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6,13,,06-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6,11.8,,07-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6.8,13.8,,08-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6.8,16.3,,09-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",5.5,12.3,,10-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",5.8,12.5,,11-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",4.8,11,,12-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6,13,,13-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",5.8,12,,14-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6.8,13.3,,15-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",5.5,12.5,,16-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6,13.5,,17-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6.8,14.5,,18-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6.3,13.3,,19-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",5.8,12.8,,20-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6.5,14.8,,21-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",7,14.8,,22-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6.3,13,,23-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6.5,13.3,,24-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6,13,,25-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6.3,13,,26-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",5.5,12.8,,27-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6.3,12.8,,28-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",7.8,13,,29-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6.3,13,,30-11-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",5.8,12.8,,01-12-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",5.8,12.8,,02-12-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",6,12.8,,03-12-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",5.5,12.8,,04-12-2018
542,Assam,Bongaigaon,"Residential, Rural and other Areas",5.8,14,,05-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",4.3,13.8,,06-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",4.3,14,,07-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",5.2,14.8,,08-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",5.2,14.5,,09-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",3.5,10.3,,10-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",4.7,12.8,,11-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",4.2,13.3,,12-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",5.3,14.2,,13-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",4,13.3,,14-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",4.8,12.2,,15-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",5.3,14.2,,16-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",5.5,14,,17-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",3.8,12,,18-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",4.5,10.7,,19-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",6,15.2,,20-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",5.5,15.5,,21-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",5.7,15,,22-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",5.5,14.5,,23-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",5.7,15.3,,24-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",6.2,15.8,,25-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",6.5,15.2,,26-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",4,11.2,,27-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",5.5,12.5,,28-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",5.7,12.8,,29-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",5.7,13,,30-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",4.5,12.2,,31-12-2018
566,Assam,Daranga,"Residential, Rural and other Areas",3.5,9.8,,01-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",4.8,10.9,,02-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",4,9.9,,03-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",4.8,12,,04-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",4.3,10.3,,05-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",4.5,11.8,,06-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",2.8,12.2,,07-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",3.2,13.5,,08-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",3,10.7,,09-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",4,10.3,,10-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",6.2,13.8,,11-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",3.5,12.7,,12-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",4.3,11.5,,13-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",4.8,10.4,,14-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",5.2,12.5,,15-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",5.2,11,,16-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",4.3,12.3,,17-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",4.2,11,,18-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",5.3,14,,19-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",5.3,14.2,,20-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",7,18.8,,21-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",7,16.3,,22-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",7.3,16,,23-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",6.7,17.2,,24-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",6.2,15.3,,25-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",7.2,16,,26-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",5.5,12.2,,27-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",6.7,13.3,,28-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",5.7,13.8,,29-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",5.5,12.2,,30-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",5.7,13,,31-01-2019
566,Assam,Daranga,"Residential, Rural and other Areas",5.3,11.8,,01-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",6,12.8,,02-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",6.3,14.5,,03-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",5.8,14.3,,04-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",5.5,12.7,,05-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",5.3,12.3,,06-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",6.5,13.7,,07-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",5.2,13.5,,08-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",5.3,12,,09-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",6.2,14.8,,10-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",6.3,13,,11-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",5.3,11.7,,12-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",5.7,12.3,,13-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",6.3,15.7,,14-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",5.5,13.3,,15-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",6.2,14,,16-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",6.7,15.8,,17-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",6,13.3,,18-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",5.5,12,,19-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",6.2,13,,20-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",6.3,13.3,,21-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",6,13.2,,22-02-2019
566,Assam,Daranga,"Residential, Rural and other Areas",7.2,15,,23-02-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.8,12.5,,24-02-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",4.8,11.5,,25-02-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",4.8,12.3,,26-02-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",17.5,12.5,,27-02-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",4.3,11.8,,28-02-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5,10.5,,01-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",4.5,11,,02-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",4.3,12.3,,03-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.3,12,,04-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5,11.5,,05-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6,13.3,,06-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.8,12.3,,07-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.5,12,,08-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.5,12.8,,09-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.3,12.5,,10-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.8,12.5,,11-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.8,11.8,,12-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.3,13.8,,13-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.5,12.3,,14-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.5,12.3,,15-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5,13.3,,16-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.8,14.3,,17-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.3,14,,18-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.5,12.3,,19-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.5,13.5,,20-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5,13.3,,21-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.5,13.8,,22-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",4.5,10.5,,23-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.5,16,,24-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.5,14,,25-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6,15.5,,26-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",3.3,12.8,,27-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",4.5,11.8,,28-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5,13,,29-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",4.8,11.5,,30-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",3.8,9.9,,31-03-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",4,11.3,,01-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",3.8,12,,02-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",3.5,10.3,,03-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.5,11.8,,04-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",4.5,11.8,,05-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",3.8,11.3,,06-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.3,11.5,,07-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",4,14.3,,08-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",4.5,12.5,,09-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",4.3,10.5,,10-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",4,10.3,,11-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",3.8,8.4,,12-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",4,9.1,,13-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",4.8,10.5,,14-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5,12,,15-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.8,14.5,,16-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5,11.8,,17-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.5,14.3,,18-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5,14.3,,19-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.8,21.3,,20-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.3,12.5,,21-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",8.8,16.8,,22-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",12.5,11.6,,23-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",9.8,19,,24-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.5,12.5,,25-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.5,13.3,,26-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5,12,,27-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.5,15,,28-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.5,9.6,,29-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",7.8,12,,30-04-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5,7.3,,01-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.8,12.8,,02-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.8,12.8,,03-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",4.3,11.3,,04-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.5,15,,05-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.8,14.8,,06-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.8,14.5,,07-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.8,13.5,,08-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",7.3,14.3,,09-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.8,15.3,,10-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.3,15,,11-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",7,15.8,,12-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.5,14.3,,13-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.8,13.3,,14-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.5,13.3,,15-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.5,13.8,,16-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.8,13.3,,17-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.8,15.5,,18-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.5,14.3,,19-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6,15.3,,20-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.8,14.5,,21-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5,14.3,,22-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.8,13.3,,23-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.8,13.3,,24-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.5,13.5,,25-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.5,13.3,,26-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.5,12.8,,27-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.8,15.3,,28-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",7.3,14,,29-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.5,14.3,,30-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.5,13.3,,31-05-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",6.3,14.8,,01-06-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.5,13.5,,02-06-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.8,13.8,,03-06-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",5.3,13.3,,04-06-2019
538,Assam,Dibrugarh,"Residential, Rural and other Areas",7,16,,05-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",6.3,18.5,,06-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",4.5,11.5,,07-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5,14.5,,08-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5.5,12.5,,09-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",4.3,13,,10-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",3.8,13,,11-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5.5,13.5,,12-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",4.5,17.3,,13-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5,13,,14-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",3.5,13.5,,15-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",4.8,13.8,,16-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5.5,15,,17-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5.5,14,,18-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",4.8,14.5,,19-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5.5,14.5,,20-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5.8,15.3,,21-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",4.3,16.3,,22-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",6,12,,23-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5.3,12,,24-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",4.5,16,,25-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",4.8,13.8,,26-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",4,9.1,,27-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",4.5,13.3,,28-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5.5,13.3,,29-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",2,8.3,,30-06-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",2.8,13.3,,01-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",4.8,9.9,,02-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5.3,10.1,,03-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5.3,12,,04-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",3.3,7.8,,05-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5.5,13.8,,06-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",4,9.1,,07-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5,12.8,,08-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5,12.3,,09-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",3.8,11,,10-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",4,10.4,,11-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",6.5,14.3,,12-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",3.5,12.5,,13-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",4.5,11.3,,14-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",4,11.3,,15-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",4.5,11.3,,16-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",4.5,12.5,,17-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",3.5,12.8,,18-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",6.3,8.8,,19-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",8,5.6,,20-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",8.3,14.3,,21-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",6.8,15,,22-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",6.8,11.9,,23-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",7.5,11.4,,24-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",10.5,19.3,,25-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",13.5,18.5,,26-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",14,18.9,,27-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",11,13.5,,28-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",10.5,14.8,,29-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",9,13.1,,30-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",10,13.9,,31-07-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",10.5,15.3,,01-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",10.5,15.8,,02-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",12,14,,03-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",11.5,12.9,,04-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",10.3,15.8,,05-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",10.8,12.5,,06-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",11,14,,07-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",7.3,12.4,,08-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",9.3,15.3,,09-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",6.5,18,,10-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5,13,,11-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5.8,15.8,,12-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",7,16.5,,13-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",4.5,14,,14-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",7.5,21.3,,15-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",7,16.3,,16-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",6,14.8,,17-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",6.3,15,,18-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",6.3,14,,19-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5.8,13.3,,20-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",7.5,18,,21-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",7,15.5,,22-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",6,12.3,,23-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5.5,15.3,,24-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",6.3,15,,25-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",6,17.8,,26-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",6.5,14.8,,27-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",6,12.3,,28-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5.3,12.3,,29-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",6.3,15.3,,30-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5.5,17.8,,31-08-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5.5,13,,01-09-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",6.3,13.8,,02-09-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5.3,16,,03-09-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",5.3,14,,04-09-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",7.3,15.8,,05-09-2019
539,Assam,Golaghat,"Residential, Rural and other Areas",6.3,17.3,,06-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5.3,15.5,,07-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",4.8,13.8,,08-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",3.3,11.8,,09-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",4.3,14.3,,10-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5,13.5,,11-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",3.3,11.8,,12-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5.3,13.3,,13-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",4.3,13.5,,14-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",6,14,,15-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5.8,12.3,,16-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5.8,14.5,,17-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5.8,14.5,,18-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",4.3,12.5,,19-09-2019
603,Assam,Guwahati,"Residential, Rural and other Areas",5,13.3,,20-09-2019
